1	13.057989	5.861301	21.169290
5	-6.735101	12.441703	23.305181
0	-7.277659	-1.527204	-2.854395
3	7.377999	14.346631	11.034955
5	-6.617021	13.636175	26.503267
3	8.143559	10.935931	3.000774
0	-2.721238	-2.630905	-11.233073
0	-1.283079	-8.906965	-4.025178
3	12.521706	10.529083	-0.684774
1	11.782108	8.645468	21.781390
3	12.192983	7.375769	7.238431
1	9.030025	9.123759	27.226186
3	6.929895	14.033565	9.349463
3	15.370683	15.534151	5.045057
2	0.078587	-4.412414	-1.018183
0	-3.544801	-2.782705	-3.901244
2	-2.234126	-5.108984	4.646628
0	-8.096795	-6.551687	-5.134287
3	10.455210	12.980719	6.502384
4	0.572795	-5.980064	-20.513341
1	9.267725	5.508098	26.762154
1	12.698251	9.171251	26.295072
0	-9.304191	-6.834414	-4.465328
3	12.761539	14.928397	7.176257
1	10.727947	10.424240	24.082020
3	13.516149	20.001681	2.951388
3	10.102739	14.496374	5.753881
3	10.516940	7.159860	10.678431
4	2.309400	-5.879746	-21.670975
5	-8.438583	17.164816	20.967481
1	6.083632	11.071311	29.589589
1	8.275026	11.033186	30.212175
3	0.760854	11.646397	4.709253
5	-11.829491	17.122141	24.538033
5	-6.451938	11.533978	22.198686
4	7.810433	-4.429899	-16.699200
5	-5.964064	16.697540	23.791129
1	10.355685	7.672443	33.928825
4	-1.691485	-12.529449	-14.570557
1	11.902079	8.075212	21.118891
3	7.369452	19.858868	5.426426
3	13.847032	15.038801	5.593694
1	13.691101	3.787982	29.007653
4	0.536822	-2.518425	-23.249955
0	-11.275879	-6.593182	-4.639602
0	-6.487542	-11.153848	-2.702123
0	-9.497338	-5.996588	-9.984964
4	1.929452	-8.266883	-18.572475
1	10.944357	13.403288	27.541929
2	-0.268825	-2.756911	6.382955
2	2.482137	-0.749088	6.668875
3	10.334813	12.461705	3.406984
3	11.205329	12.076620	2.731020
5	-9.972031	12.503529	26.938053
2	1.229158	-1.457340	2.238094
5	-4.304191	17.398294	27.623782
3	4.340744	9.500029	-0.843298
4	1.069121	-8.019773	-18.503487
2	-3.274350	-5.288692	5.557645
5	-7.563098	12.198000	24.809235
1	8.148393	7.873332	31.714691
2	3.099548	-6.699725	1.268209
0	-6.537558	-11.028136	-5.863306
1	5.337751	6.791794	29.142551
5	-9.340129	12.236074	21.889216
2	-2.063451	-0.474705	6.519265
0	-7.208457	-9.596252	-1.867093
3	7.308214	11.990376	6.231616
0	-7.510593	-5.021925	-7.485181
2	-4.678497	-4.648969	2.065529
3	11.376511	18.938614	2.948784
1	8.683237	2.667055	24.150242
1	5.682992	6.462583	26.681729
0	-7.490614	-6.104936	-2.133038
2	-3.427153	-5.037928	1.058634
0	-1.974722	-10.705319	-5.815791
5	-11.613707	13.371423	24.166936
1	8.674365	10.115514	26.798767
3	10.158668	12.067179	2.114608
2	-8.002816	-3.925316	1.001009
5	-8.217261	22.800206	19.685325
2	1.917955	-7.161168	3.013276
3	10.980912	7.914855	6.171413
3	5.912556	13.705904	7.541322
2	-6.463811	-2.344606	2.178803
4	0.312331	-3.178620	-21.402814
0	-3.426311	-2.103370	-9.068817
0	-9.087856	-6.100260	-8.943415
5	-0.783249	13.793990	18.379220
4	0.299039	-6.869063	-18.877365
0	-3.816313	-10.313699	-3.914490
1	13.654542	7.564394	28.876184
1	6.645460	7.553808	24.352062
2	0.774918	2.358299	-1.569165
1	9.503845	5.874524	29.550970
1	8.420542	2.244622	26.760803
0	-6.047868	-5.029609	-1.684908
1	9.281866	6.375210	24.457364
2	-0.975331	3.969874	2.735414
2	-0.837160	-5.151264	1.026734
3	10.223738	7.955056	6.046080
4	-2.897456	-10.207653	-19.336374
4	3.400055	-7.226207	-18.913107
5	-1.190268	17.541711	19.597389
2	-2.453140	-2.350724	0.604871
2	-3.897773	-6.566705	9.364503
4	5.201403	-3.065884	-14.186003
4	-0.892659	-2.994349	-22.055173
0	-7.098443	-8.576202	-0.764053
3	5.606295	15.653769	7.743214
4	-0.799026	-4.534610	-17.972093
0	-5.493894	-8.374005	-4.845990
1	9.503032	10.152908	25.297675
1	9.414292	6.707988	22.456023
5	-5.627833	16.409050	28.635921
4	5.724209	-12.037493	-19.290414
5	-6.785570	16.322075	27.754347
1	7.749977	7.789461	23.643929
0	-2.337824	-6.619774	-8.652605
3	12.018223	12.916608	8.894714
1	8.137376	6.468541	24.421144
2	-1.363834	-5.290411	0.028696
5	-5.860906	14.287067	28.818026
3	10.561530	13.960705	5.824307
1	8.914516	2.792460	25.469794
